Month,Animal,State,Count
2009 Jun,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2009 Jul,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2009 Aug,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2009 Sep,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2009 Oct,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2009 Nov,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2009 Dec,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2010 Jan,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2010 Feb,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2010 Mar,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2010 Apr,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2010 May,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2010 Jun,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2010 Jul,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2010 Aug,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2010 Sep,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2010 Oct,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2010 Nov,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2010 Dec,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2011 Jan,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2011 Feb,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2011 Mar,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2011 Apr,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2011 May,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2011 Jun,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2011 Jul,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2011 Aug,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2011 Sep,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2011 Oct,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2011 Nov,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2011 Dec,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2012 Jan,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2012 Feb,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2012 Mar,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2012 Apr,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2012 May,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2012 Jun,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2012 Jul,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2012 Aug,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2012 Sep,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2012 Oct,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2012 Nov,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2012 Dec,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2013 Jan,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2013 Feb,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2013 Mar,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2013 Apr,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2013 May,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2013 Jun,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2013 Jul,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2013 Aug,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2013 Sep,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2013 Oct,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2013 Nov,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2013 Dec,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2014 Jan,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2014 Feb,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2014 Mar,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2014 Apr,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2014 May,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2014 Jun,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2014 Jul,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2014 Aug,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2014 Sep,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2014 Oct,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2014 Nov,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2014 Dec,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2015 Jan,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2015 Feb,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2015 Mar,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2015 Apr,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2015 May,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2015 Jun,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2015 Jul,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2015 Aug,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2015 Sep,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2015 Oct,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2015 Nov,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2015 Dec,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2016 Jan,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2016 Feb,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2016 Mar,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2016 Apr,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2016 May,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2016 Jun,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2016 Jul,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2016 Aug,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2016 Sep,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2016 Oct,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2016 Nov,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2016 Dec,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2017 Jan,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2017 Feb,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2017 Mar,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2017 Apr,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2017 May,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2017 Jun,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2017 Jul,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2017 Aug,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2017 Sep,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2017 Oct,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2017 Nov,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2017 Dec,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2018 Jan,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2018 Feb,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2018 Mar,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2018 Apr,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2018 May,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2018 Jun,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2018 Jul,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2018 Aug,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2018 Sep,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2018 Oct,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2018 Nov,"Bulls, bullocks and steers",Australian Capital Territory,0.0
2018 Dec,"Bulls, bullocks and steers",Australian Capital Territory,0.0
1976 Jul,"Bulls, bullocks and steers",New South Wales,107500.0
1976 Aug,"Bulls, bullocks and steers",New South Wales,107400.0
1976 Sep,"Bulls, bullocks and steers",New South Wales,123400.0
1976 Oct,"Bulls, bullocks and steers",New South Wales,115400.0
1976 Nov,"Bulls, bullocks and steers",New South Wales,106400.0
1976 Dec,"Bulls, bullocks and steers",New South Wales,115900.0
1977 Jan,"Bulls, bullocks and steers",New South Wales,115000.0
1977 Feb,"Bulls, bullocks and steers",New South Wales,121300.0
1977 Mar,"Bulls, bullocks and steers",New South Wales,136800.0
1977 Apr,"Bulls, bullocks and steers",New South Wales,122100.0
1977 May,"Bulls, bullocks and steers",New South Wales,134100.0
1977 Jun,"Bulls, bullocks and steers",New South Wales,140800.0
1977 Jul,"Bulls, bullocks and steers",New South Wales,129199.99999999999
1977 Aug,"Bulls, bullocks and steers",New South Wales,145700.0
1977 Sep,"Bulls, bullocks and steers",New South Wales,150500.0
1977 Oct,"Bulls, bullocks and steers",New South Wales,133700.0
1977 Nov,"Bulls, bullocks and steers",New South Wales,139700.0
1977 Dec,"Bulls, bullocks and steers",New South Wales,125800.0
1978 Jan,"Bulls, bullocks and steers",New South Wales,117000.0
1978 Feb,"Bulls, bullocks and steers",New South Wales,115700.0
1978 Mar,"Bulls, bullocks and steers",New South Wales,124900.0
1978 Apr,"Bulls, bullocks and steers",New South Wales,106000.0
1978 May,"Bulls, bullocks and steers",New South Wales,128100.0
1978 Jun,"Bulls, bullocks and steers",New South Wales,125300.0
1978 Jul,"Bulls, bullocks and steers",New South Wales,116600.0
1978 Aug,"Bulls, bullocks and steers",New South Wales,136100.0
1978 Sep,"Bulls, bullocks and steers",New South Wales,121600.0
1978 Oct,"Bulls, bullocks and steers",New South Wales,130100.0
1978 Nov,"Bulls, bullocks and steers",New South Wales,144800.0
1978 Dec,"Bulls, bullocks and steers",New South Wales,120800.0
1979 Jan,"Bulls, bullocks and steers",New South Wales,133500.0
1979 Feb,"Bulls, bullocks and steers",New South Wales,135000.0
1979 Mar,"Bulls, bullocks and steers",New South Wales,126300.0
1979 Apr,"Bulls, bullocks and steers",New South Wales,87500.0
1979 May,"Bulls, bullocks and steers",New South Wales,100000.0
1979 Jun,"Bulls, bullocks and steers",New South Wales,72500.0
1979 Jul,"Bulls, bullocks and steers",New South Wales,73400.0
1979 Aug,"Bulls, bullocks and steers",New South Wales,95300.0
1979 Sep,"Bulls, bullocks and steers",New South Wales,103800.0
1979 Oct,"Bulls, bullocks and steers",New South Wales,122000.0
1979 Nov,"Bulls, bullocks and steers",New South Wales,108100.0
1979 Dec,"Bulls, bullocks and steers",New South Wales,96400.0
1980 Jan,"Bulls, bullocks and steers",New South Wales,109000.0
1980 Feb,"Bulls, bullocks and steers",New South Wales,86400.0
1980 Mar,"Bulls, bullocks and steers",New South Wales,90900.0
1980 Apr,"Bulls, bullocks and steers",New South Wales,88700.0
1980 May,"Bulls, bullocks and steers",New South Wales,86100.0
1980 Jun,"Bulls, bullocks and steers",New South Wales,64200.0
1980 Jul,"Bulls, bullocks and steers",New South Wales,77600.0
1980 Aug,"Bulls, bullocks and steers",New South Wales,80200.0
1980 Sep,"Bulls, bullocks and steers",New South Wales,93100.0
1980 Oct,"Bulls, bullocks and steers",New South Wales,100800.0
1980 Nov,"Bulls, bullocks and steers",New South Wales,85000.0
1980 Dec,"Bulls, bullocks and steers",New South Wales,82400.0
1981 Jan,"Bulls, bullocks and steers",New South Wales,69200.0
1981 Feb,"Bulls, bullocks and steers",New South Wales,69000.0
1981 Mar,"Bulls, bullocks and steers",New South Wales,74400.0
1981 Apr,"Bulls, bullocks and steers",New South Wales,79600.0
1981 May,"Bulls, bullocks and steers",New South Wales,83800.0
1981 Jun,"Bulls, bullocks and steers",New South Wales,72300.0
1981 Jul,"Bulls, bullocks and steers",New South Wales,75500.0
1981 Aug,"Bulls, bullocks and steers",New South Wales,61200.0
1981 Sep,"Bulls, bullocks and steers",New South Wales,70900.0
1981 Oct,"Bulls, bullocks and steers",New South Wales,63300.0
1981 Nov,"Bulls, bullocks and steers",New South Wales,64500.0
1981 Dec,"Bulls, bullocks and steers",New South Wales,76600.0
1982 Jan,"Bulls, bullocks and steers",New South Wales,72200.0
1982 Feb,"Bulls, bullocks and steers",New South Wales,76600.0
1982 Mar,"Bulls, bullocks and steers",New South Wales,90200.0
1982 Apr,"Bulls, bullocks and steers",New South Wales,70700.0
1982 May,"Bulls, bullocks and steers",New South Wales,82100.0
1982 Jun,"Bulls, bullocks and steers",New South Wales,83800.0
1982 Jul,"Bulls, bullocks and steers",New South Wales,83500.0
1982 Aug,"Bulls, bullocks and steers",New South Wales,82200.0
1982 Sep,"Bulls, bullocks and steers",New South Wales,93800.0
1982 Oct,"Bulls, bullocks and steers",New South Wales,77800.0
1982 Nov,"Bulls, bullocks and steers",New South Wales,78200.0
1982 Dec,"Bulls, bullocks and steers",New South Wales,80200.0
1983 Jan,"Bulls, bullocks and steers",New South Wales,64500.0
1983 Feb,"Bulls, bullocks and steers",New South Wales,70600.0
1983 Mar,"Bulls, bullocks and steers",New South Wales,83600.0
1983 Apr,"Bulls, bullocks and steers",New South Wales,68100.0
1983 May,"Bulls, bullocks and steers",New South Wales,63100.0
1983 Jun,"Bulls, bullocks and steers",New South Wales,54000.0
1983 Jul,"Bulls, bullocks and steers",New South Wales,58600.0
1983 Aug,"Bulls, bullocks and steers",New South Wales,68300.0
1983 Sep,"Bulls, bullocks and steers",New South Wales,68900.0
1983 Oct,"Bulls, bullocks and steers",New South Wales,67300.0
1983 Nov,"Bulls, bullocks and steers",New South Wales,68300.0
1983 Dec,"Bulls, bullocks and steers",New South Wales,64000.0
1984 Jan,"Bulls, bullocks and steers",New South Wales,56100.0
1984 Feb,"Bulls, bullocks and steers",New South Wales,60500.0
1984 Mar,"Bulls, bullocks and steers",New South Wales,64700.0
1984 Apr,"Bulls, bullocks and steers",New South Wales,50400.0
1984 May,"Bulls, bullocks and steers",New South Wales,63600.0
1984 Jun,"Bulls, bullocks and steers",New South Wales,57900.0
1984 Jul,"Bulls, bullocks and steers",New South Wales,58700.0
1984 Aug,"Bulls, bullocks and steers",New South Wales,59300.0
1984 Sep,"Bulls, bullocks and steers",New South Wales,49200.0
1984 Oct,"Bulls, bullocks and steers",New South Wales,57000.0
1984 Nov,"Bulls, bullocks and steers",New South Wales,55200.0
1984 Dec,"Bulls, bullocks and steers",New South Wales,50100.0
1985 Jan,"Bulls, bullocks and steers",New South Wales,61900.0
1985 Feb,"Bulls, bullocks and steers",New South Wales,55700.0
1985 Mar,"Bulls, bullocks and steers",New South Wales,58600.0
1985 Apr,"Bulls, bullocks and steers",New South Wales,47800.0
1985 May,"Bulls, bullocks and steers",New South Wales,60900.0
1985 Jun,"Bulls, bullocks and steers",New South Wales,48800.0
1985 Jul,"Bulls, bullocks and steers",New South Wales,56000.0
1985 Aug,"Bulls, bullocks and steers",New South Wales,56300.0
1985 Sep,"Bulls, bullocks and steers",New South Wales,53800.0
1985 Oct,"Bulls, bullocks and steers",New South Wales,66200.0
1985 Nov,"Bulls, bullocks and steers",New South Wales,63600.0
1985 Dec,"Bulls, bullocks and steers",New South Wales,59900.0
1986 Jan,"Bulls, bullocks and steers",New South Wales,73300.0
1986 Feb,"Bulls, bullocks and steers",New South Wales,64099.99999999999
1986 Mar,"Bulls, bullocks and steers",New South Wales,63300.0
1986 Apr,"Bulls, bullocks and steers",New South Wales,66800.0
1986 May,"Bulls, bullocks and steers",New South Wales,65800.0
1986 Jun,"Bulls, bullocks and steers",New South Wales,55900.0
1986 Jul,"Bulls, bullocks and steers",New South Wales,67500.0
1986 Aug,"Bulls, bullocks and steers",New South Wales,57700.0
1986 Sep,"Bulls, bullocks and steers",New South Wales,65800.0
1986 Oct,"Bulls, bullocks and steers",New South Wales,73700.0
1986 Nov,"Bulls, bullocks and steers",New South Wales,65700.0
1986 Dec,"Bulls, bullocks and steers",New South Wales,73200.0
1987 Jan,"Bulls, bullocks and steers",New South Wales,70300.0
1987 Feb,"Bulls, bullocks and steers",New South Wales,65800.0
1987 Mar,"Bulls, bullocks and steers",New South Wales,72400.0
1987 Apr,"Bulls, bullocks and steers",New South Wales,70000.0
1987 May,"Bulls, bullocks and steers",New South Wales,67400.0
