wages,education,age,sex,language
,13.5,72,Male,Other
,5.0,65,Female,Other
,14.0,63,Male,English
18.9,19.5,24,Male,English
,12.0,35,Female,English
15.75,10.0,35,Male,English
,7.0,53,Female,Other
13.21,16.0,28,Male,English
,9.0,55,Male,English
17.1,15.0,27,Female,English
16.08,14.0,44,Male,English
15.65,10.0,41,Male,English
13.13,19.0,32,Male,French
15.52,13.6,28,Male,French
,0.0,78,Female,English
,11.0,45,Male,English
,10.0,68,Male,English
23.04,16.0,29,Male,English
8.0,12.0,61,Male,French
,8.0,67,Male,Other
10.85,10.0,44,Female,English
,10.0,51,Male,English
12.31,16.0,22,Female,English
12.81,10.0,41,Male,English
21.0,18.0,24,Female,English
16.12,12.0,33,Male,English
,13.0,43,Male,English
21.6,12.7,33,Male,English
,6.0,58,Female,English
12.35,15.4,32,Female,French
,7.0,71,Male,English
,8.0,70,Male,English
16.32,15.0,38,Female,English
,5.0,75,Female,French
19.2,11.5,53,Female,English
,14.0,32,Female,Other
,11.4,19,Male,English
,15.0,40,Male,English
,12.5,23,Male,English
13.23,10.0,58,Male,English
,10.0,60,Female,French
21.43,15.0,32,Male,English
,13.1,51,Female,English
16.25,9.0,34,Male,English
23.63,13.0,31,Female,English
,9.0,18,Male,English
8.0,16.0,29,Female,English
7.49,11.6,19,Female,English
,9.0,16,Female,English
,10.5,75,Female,English
,13.0,33,Male,Other
6.0,15.5,20,Female,English
,16.1,25,Male,English
21.0,11.0,39,Female,English
12.03,13.8,37,Female,English
10.0,13.4,37,Female,English
19.68,12.5,38,Male,English
10.0,11.3,45,Male,English
24.74,19.0,32,Female,English
,12.0,50,Male,English
13.75,17.0,28,Female,English
8.97,11.0,23,Male,English
,17.0,42,Male,English
,8.0,84,Male,French
14.5,14.3,46,Female,English
9.48,8.0,62,Male,English
,13.0,52,Female,English
9.2,13.0,40,Female,English
14.52,15.0,30,Female,English
,15.0,43,Female,English
,12.5,80,Female,English
,14.0,58,Female,English
,9.0,53,Male,English
,12.5,72,Female,English
,11.0,62,Female,English
,11.5,32,Female,English
,12.0,43,Male,English
,17.0,22,Female,Other
16.68,12.5,47,Male,English
,11.0,89,Female,English
10.07,13.2,20,Female,Other
,8.0,78,Male,English
7.97,10.0,26,Female,English
,8.0,73,Male,English
22.8,12.0,39,Male,English
17.77,15.0,47,Female,English
,12.5,79,Female,English
15.36,16.2,39,Male,English
,7.0,63,Female,English
24.92,12.5,39,Male,English
10.0,17.5,24,Male,English
6.6,10.0,18,Male,English
,12.0,76,Female,English
7.73,9.8,17,Female,English
,13.0,80,Male,English
14.8,9.0,32,Male,English
,11.0,29,Female,English
9.33,14.5,41,Female,Other
10.35,17.0,51,Female,English
,11.0,17,Male,English
11.43,12.5,21,Female,English
30.0,16.0,48,Female,English
15.0,15.8,30,Male,English
,9.0,70,Female,English
10.46,14.5,24,Female,Other
22.04,17.0,26,Female,English
,12.0,69,Female,English
11.0,15.0,25,Female,English
24.0,15.0,47,Male,English
17.0,15.0,32,Female,English
,13.5,26,Male,English
,12.0,48,Female,Other
,12.0,53,Female,Other
19.0,12.8,36,Male,English
15.0,12.5,38,Male,English
24.0,16.0,39,Female,English
,4.0,71,Male,French
12.65,12.0,39,Female,English
10.56,15.0,32,Male,English
13.0,11.0,22,Male,English
6.0,14.0,21,Male,English
7.88,14.3,26,Female,Other
12.94,17.0,33,Male,English
15.78,16.0,47,Male,English
,11.3,29,Male,English
24.0,6.0,54,Male,English
,20.0,43,Female,English
24.69,18.5,31,Female,English
18.96,15.8,53,Male,English
,6.0,78,Female,French
12.13,11.0,31,Male,English
,18.0,70,Male,English
,10.0,16,Female,English
,14.5,23,Male,English
,8.0,57,Male,Other
,13.0,72,Male,English
,8.0,60,Female,English
,14.0,77,Male,Other
,4.0,66,Female,English
,12.0,51,Female,English
14.62,13.0,28,Male,English
13.0,16.0,29,Male,English
,9.0,65,Female,English
13.5,11.0,25,Male,English
13.62,14.5,54,Male,English
,17.0,54,Male,English
,8.0,61,Female,Other
9.4,10.0,51,Female,English
14.77,17.0,34,Female,English
,8.0,78,Female,English
26.0,,54,Female,
7.5,12.0,24,Female,English
11.04,,50,Male,English
11.5,13.0,31,Female,Other
10.0,14.5,46,Female,English
28.8,12.0,42,Male,English
19.38,11.5,28,Male,English
,15.0,64,Male,English
24.0,15.0,30,Female,English
6.71,11.6,20,Male,English
,9.0,68,Female,Other
,9.0,72,Female,English
23.42,12.5,43,Male,English
,11.0,70,Female,English
,14.0,63,Female,English
,12.0,69,Female,English
,,62,Male,English
15.33,13.0,34,Female,English
,11.0,53,Male,English
,12.0,41,Female,English
,8.0,46,Female,English
,11.0,34,Female,English
,14.2,30,Female,English
,11.0,52,Male,English
12.48,13.0,28,Male,English
14.65,12.7,37,Female,English
,10.0,27,Female,English
8.91,10.1,35,Female,Other
16.46,11.0,51,Female,English
,12.0,49,Male,English
16.76,19.5,37,Male,English
,10.0,66,Female,Other
15.34,12.3,31,Male,English
26.62,16.5,45,Male,English
,12.0,77,Male,French
,13.0,81,Female,English
8.96,12.0,23,Male,English
20.87,13.0,42,Male,English
,10.0,45,Male,Other
7.0,12.0,19,Female,English
,11.0,51,Male,English
,10.0,17,Male,English
,8.0,76,Male,English
38.34,20.0,47,Female,English
,10.0,78,Female,English
9.0,13.0,28,Male,English
25.63,14.0,38,Female,English
30.72,16.5,48,Male,English
5.15,12.5,29,Female,English
21.6,15.0,42,Male,English
28.8,15.0,62,Female,English
,15.0,66,Male,English
14.93,19.0,28,Male,English
,11.0,57,Female,English
15.0,15.0,25,Male,English
9.0,14.1,20,Female,English
13.76,10.0,24,Male,English
24.0,12.5,48,Male,English
,16.0,75,Male,English
9.0,,22,Male,English
,8.0,67,Male,English
28.16,14.0,51,Female,English
6.48,10.0,56,Female,English
13.06,13.0,38,Female,English
17.46,9.0,45,Male,English
6.76,13.0,18,Female,English
,12.0,62,Female,English
21.94,17.0,30,Female,English
18.79,14.0,52,Female,French
29.22,16.2,40,Male,English
28.4,,38,Male,English
13.75,17.4,40,Female,English
,13.0,44,Female,English
,12.0,68,Female,English
,12.0,35,Female,English
10.22,13.2,30,Male,English
,0.0,85,Female,French
21.99,16.0,55,Female,English
,,66,Male,Other
,12.0,68,Male,Other
,13.8,28,Female,French
15.25,12.0,34,Male,English
6.7,16.3,23,Female,English
8.47,17.5,24,Female,
,17.0,70,Female,English
,13.0,45,Male,Other
11.0,14.0,20,Male,English
13.14,15.0,25,Male,French
11.45,12.0,23,Male,French
21.94,11.0,56,Female,English
,12.0,52,Male,Other
36.32,17.0,57,Male,Other
12.48,10.0,49,Male,English
,10.0,64,Male,English
,16.0,32,Male,Other
16.06,16.0,30,Female,English
,13.0,85,Male,English
16.85,10.5,61,Female,English
,16.0,54,Female,English
14.0,15.0,49,Male,English
,16.0,23,Female,English
,10.0,80,Female,English
7.0,16.0,42,Male,English
,10.0,51,Female,English
8.33,14.0,42,Female,English
11.78,13.0,52,Female,English
12.25,12.5,58,Female,English
21.94,17.0,42,Male,English
,14.0,45,Female,English
10.18,10.0,41,Female,English
18.81,13.5,40,Male,French
4.63,14.5,24,Female,English
,12.0,74,Male,Other
22.21,13.0,40,Male,Other
,12.5,60,Female,English
9.45,13.0,23,Male,English
21.34,12.0,49,Male,French
11.87,13.0,36,Female,English
25.12,12.0,44,Male,English
8.03,11.6,20,Male,English
,16.0,48,Female,English
16.0,12.0,48,Male,French
14.89,17.5,35,Female,English
6.7,13.0,18,Male,French
18.92,20.0,41,Male,English
,10.0,37,Male,English
,12.0,32,Male,English
21.1,15.0,30,Female,English
,12.0,84,Female,French
,15.0,29,Female,Other
23.33,,51,Female,Other
10.0,12.0,49,Female,English
6.25,10.5,60,Female,English
,8.0,38,Male,Other
9.0,9.0,33,Female,Other
,14.0,55,Female,English
,11.5,45,Female,French
,11.0,63,Male,Other
13.0,10.0,31,Male,English
7.16,7.0,18,Male,Other
6.78,,21,Female,English
,11.0,79,Male,English
7.01,4.0,45,Female,Other
,8.0,81,Male,English
9.63,12.0,18,Male,English
,13.0,26,Female,English
,8.0,65,Female,English
,15.0,33,Female,Other
13.78,10.5,56,Female,English
,20.0,35,Male,English
15.36,18.0,23,Male,French
7.0,12.0,18,Female,English
,7.0,78,Male,English
11.0,11.0,25,Male,English
15.43,11.2,55,Female,English
11.5,15.0,33,Female,English
,15.0,69,Female,English
,14.0,66,Female,English
29.62,13.5,33,Male,English
33.39,16.1,46,Female,English
,10.0,60,Female,English
22.08,12.0,30,Male,English
,15.0,21,Male,English
,17.0,57,Female,English
12.51,13.0,26,Female,English
,8.0,61,Male,Other
6.7,12.0,18,Male,English
9.57,15.0,34,Male,English
9.66,10.0,45,Male,English
,10.0,81,Female,English
19.04,20.0,29,Female,English
,20.0,31,Male,English
13.0,17.1,26,Female,English
9.0,8.0,58,Female,Other
22.68,15.0,45,Male,English
6.5,12.2,21,Female,Other
6.75,12.0,57,Female,English
,12.5,49,Male,English
26.98,20.0,40,Female,English
26.44,,43,Male,
,12.0,59,Male,English
30.1,16.0,46,Female,English
38.76,11.5,33,Male,French
,13.0,19,Female,English
,9.0,46,Female,English
18.13,16.0,33,Male,English
17.0,8.2,35,Male,English
,18.0,33,Male,English
11.0,10.0,33,Male,English
6.61,16.0,29,Male,English
,12.0,53,Female,English
,10.0,74,Male,English
,,61,Male,English
,7.0,85,Male,English
19.19,13.0,64,Female,English
,11.0,19,Female,English
38.4,15.2,39,Male,English
6.0,10.0,16,Male,English
27.36,19.7,46,Female,English
6.89,,19,Male,English
8.9,12.0,46,Male,English
9.0,14.5,20,Male,English
,12.5,33,Female,English
12.0,15.0,51,Male,Other
,12.0,36,Female,English
,17.0,58,Female,English
12.9,17.0,23,Male,English
16.67,12.0,48,Male,English
18.58,8.0,54,Male,French
,13.4,41,Male,English
19.0,13.0,41,Male,English
25.51,16.5,37,Female,English
,13.0,33,Male,English
,6.0,58,Female,Other
23.04,17.0,49,Female,English
,10.0,44,Female,English
,13.0,27,Male,Other
,16.0,70,Female,English
,15.5,23,Male,English
14.47,12.0,39,Male,English
7.5,12.0,29,Female,English
,12.0,50,Female,English
11.55,10.5,51,Female,English
12.0,15.0,27,Female,English
17.57,18.0,27,Male,Other
10.0,19.3,27,Female,French
,13.0,29,Female,English
,8.0,50,Male,English
,12.5,65,Female,English
,12.0,61,Male,Other
,12.5,42,Male,English
,17.5,61,Male,English
15.54,12.0,34,Male,English
8.33,11.0,22,Male,English
,12.0,19,Female,English
,10.0,57,Female,English
,13.0,41,Female,English
25.44,,30,Female,English
7.0,12.5,54,Female,English
6.7,12.5,39,Female,English
,13.0,20,Female,English
,6.0,72,Female,Other
,17.0,77,Male,English
17.67,16.0,44,Female,English
10.08,13.0,26,Female,English
18.24,16.5,26,Male,English
19.56,20.0,46,Male,English
8.0,15.0,23,Female,English
5.22,15.0,33,Female,English
,12.0,71,Female,
25.44,10.6,35,Male,English
8.48,12.5,21,Male,English
14.88,12.0,35,Female,Other
22.53,15.0,37,Male,English
7.0,11.0,18,Female,English
9.54,8.5,38,Male,English
,14.0,53,Male,English
,8.0,80,Male,English
9.32,13.0,49,Female,English
26.82,12.5,36,Female,Other
23.68,13.0,39,Female,Other
6.15,12.6,19,Female,English
,12.0,38,Male,English
9.5,12.0,58,Female,English
11.97,14.1,27,Male,English
15.89,13.0,42,Female,English
23.04,20.0,33,Female,English
15.42,16.0,24,Female,English
14.63,12.0,35,Female,English
,19.0,25,Male,English
8.79,12.5,47,Male,Other
,15.2,32,Male,English
,3.0,64,Female,Other
18.72,17.0,27,Male,English
6.85,16.8,25,Female,English
7.78,14.0,33,Male,English
15.85,14.5,40,Female,English
6.35,13.0,18,Male,English
31.2,16.0,68,Female,English
,11.0,17,Female,English
,5.5,54,Male,English
38.07,19.0,40,Male,English
,10.0,31,Male,English
,12.0,73,Male,English
,15.0,69,Male,English
20.98,,32,Male,English
5.75,14.3,36,Female,English
,18.0,29,Male,English
12.0,8.0,57,Male,English
,14.0,44,Male,Other
,13.0,74,Female,English
15.74,17.6,25,Male,English
,8.5,51,Female,English
12.91,9.0,54,Male,English
15.36,12.5,26,Male,English
,13.5,67,Male,English
,14.0,53,Female,English
25.44,11.0,41,Male,English
9.24,15.0,21,Female,English
,3.0,80,Female,English
8.5,12.0,18,Male,French
,11.0,61,Female,Other
8.7,12.0,45,Female,English
16.32,15.1,38,Male,English
,13.9,21,Male,Other
6.09,14.0,22,Male,French
21.6,18.0,31,Female,English
17.5,11.5,25,Male,French
6.4,11.5,25,Female,English
14.65,13.1,42,Female,English
,8.0,81,Male,English
,17.0,36,Female,English
6.34,14.0,21,Female,English
,7.0,51,Female,English
40.56,15.0,45,Female,English
,8.0,69,Female,English
13.7,20.0,39,Female,French
24.0,12.0,38,Female,English
18.24,14.5,63,Male,English
13.25,14.0,45,Female,English
9.7,11.0,60,Female,English
10.75,13.6,36,Female,Other
2.3,12.0,44,Female,English
,11.0,27,Male,English
,8.0,70,Female,English
24.36,12.0,45,Male,English
,11.5,66,Female,French
14.88,16.0,45,Female,English
17.14,14.0,28,Male,English
,10.5,20,Female,Other
,16.5,63,Female,French
,9.0,61,Male,English
,9.0,86,Male,English
,17.0,26,Female,English
17.1,12.0,49,Female,English
,9.0,79,Female,
14.4,12.0,31,Female,English
,11.0,57,Male,English
7.56,14.0,40,Female,English
9.75,11.0,51,Male,French
18.46,19.0,50,Male,English
,13.0,68,Male,English
22.08,20.0,40,Female,English
8.33,13.3,22,Male,English
,15.5,50,Male,English
26.93,14.0,57,Female,Other
22.36,18.7,35,Male,English
,11.0,20,Female,English
19.2,19.0,30,Female,English
21.68,13.0,56,Male,English
,10.0,62,Male,Other
8.33,15.0,34,Male,English
22.27,20.0,38,Female,English
29.9,14.0,45,Male,English
,12.0,31,Male,English
23.81,17.0,35,Female,English
28.32,17.0,38,Male,French
7.2,17.0,25,Male,Other
10.0,12.3,21,Male,English
17.21,17.0,25,Male,English
7.0,,16,Male,
12.48,12.0,36,Female,French
,12.0,18,Male,English
18.24,17.0,35,Female,English
23.04,16.0,31,Female,English
15.99,15.2,64,Male,English
19.2,10.0,47,Male,English
,12.5,42,Female,French
,,66,Male,English
11.88,12.0,33,Female,English
11.92,14.5,22,Male,English
,15.0,37,Male,English
,8.0,52,Female,Other
,7.0,76,Female,English
,5.0,53,Female,Other
18.0,12.0,33,Male,English
31.74,17.0,49,Female,Other
8.5,14.5,22,Male,English
24.0,15.0,38,Female,English
11.0,17.3,22,Male,English
24.05,14.0,31,Male,English
19.2,12.0,47,Male,English
,10.0,70,Male,English
,,77,Female,
,8.0,82,Female,French
,14.0,65,Male,English
17.26,11.2,53,Male,English
,17.0,24,Male,English
44.78,11.0,39,Male,English
14.02,9.0,48,Male,English
,10.0,47,Female,English
8.0,15.6,54,Female,English
,8.0,87,Female,English
12.86,14.0,32,Female,English
,10.0,40,Female,French
13.8,11.0,42,Female,English
22.32,13.8,47,Male,English
,8.0,75,Male,English
8.75,10.0,40,Female,English
,6.5,68,Female,Other
,12.0,27,Female,Other
6.25,,17,Male,
8.89,12.5,46,Female,English
15.5,14.0,24,Female,English
,14.0,30,Female,English
15.16,14.6,32,Female,English
,10.0,17,Female,English
,12.0,64,Female,English
6.13,12.6,33,Female,English
7.0,12.0,17,Female,English
6.7,10.0,22,Female,English
8.5,9.0,54,Female,English
3.84,12.0,20,Male,English
17.0,9.0,60,Male,English
24.0,11.0,60,Male,English
15.57,12.0,52,Female,English
,15.0,28,Female,English
13.48,9.0,39,Female,English
,0.0,58,Male,Other
,12.0,72,Male,English
12.5,13.5,60,Female,French
6.75,12.3,18,Female,English
,8.0,63,Female,English
21.6,13.0,42,Male,English
,8.0,65,Male,
,10.0,48,Female,English
,8.0,41,Male,English
25.85,18.0,30,Male,English
,8.0,74,Male,English
5.75,12.0,51,Male,Other
,16.5,29,Female,English
6.63,12.0,19,Male,English
,10.0,92,Female,English
,11.0,17,Female,English
15.0,6.0,51,Male,Other
19.97,13.0,56,Female,English
13.7,15.0,39,Female,Other
17.45,10.0,64,Male,English
,9.0,50,Male,French
,11.0,52,Female,English
,14.9,38,Male,Other
,12.0,18,Female,English
,15.0,20,Female,Other
8.34,17.0,24,Female,English
8.41,11.0,58,Male,Other
14.0,16.4,25,Female,English
8.6,9.0,29,Male,Other
,11.0,66,Male,English
,8.0,73,Male,English
,14.0,38,Female,English
,10.0,65,Male,Other
11.18,0.0,64,Male,Other
,12.0,20,Male,English
,6.0,69,Female,English
,12.8,49,Female,English
14.4,13.2,42,Male,English
16.0,13.5,38,Male,English
,9.0,16,Male,English
,8.0,72,Male,English
20.64,13.0,32,Male,English
11.8,9.0,60,Female,English
6.25,10.0,16,Female,English
,15.0,20,Male,English
23.04,20.0,42,Male,English
11.9,12.0,36,Female,English
,12.0,62,Female,English
,20.0,77,Male,French
,11.0,48,Female,English
,15.0,49,Male,English
,12.0,21,Male,French
9.01,10.0,16,Male,English
,17.0,24,Male,English
47.36,16.0,44,Female,Other
,4.0,71,Male,Other
8.0,13.5,25,Male,English
,9.0,82,Female,Other
15.84,12.0,53,Male,English
12.07,13.0,55,Female,English
20.0,17.0,29,Male,Other
12.48,12.5,31,Female,French
7.93,12.0,30,Female,English
,4.0,74,Female,Other
,12.0,44,Male,English
30.24,17.0,51,Female,English
8.75,14.1,25,Male,English
12.2,13.0,34,Male,English
18.75,18.0,53,Female,English
,12.0,37,Male,English
,9.0,64,Male,English
15.95,13.0,54,Male,English
11.0,13.2,25,Male,English
13.0,17.5,41,Female,English
15.36,12.0,47,Female,English
7.1,9.0,50,Female,French
,8.0,69,Female,English
,13.0,68,Male,Other
10.84,11.0,36,Male,French
15.36,12.0,36,Male,French
21.39,16.0,38,Male,English
,8.0,63,Female,English
7.08,17.0,28,Female,English
6.7,13.9,20,Female,English
26.77,14.0,34,Male,English
,8.0,77,Female,Other
15.0,13.0,32,Female,English
30.0,16.0,37,Male,English
17.62,12.0,39,Male,French
10.0,9.0,46,Female,English
9.89,18.0,29,Female,Other
31.64,,39,Male,French
25.0,15.0,32,Female,Other
32.12,20.0,58,Male,English
25.0,13.0,30,Female,English
7.36,12.5,36,Female,English
8.75,11.0,17,Female,Other
,17.0,35,Female,English
15.23,10.0,45,Male,English
,,75,Female,English
,18.5,23,Male,English
,15.1,47,Male,English
18.0,12.0,47,Male,Other
27.8,9.0,30,Female,English
,,73,Female,English
17.95,15.5,24,Female,English
,10.0,71,Female,French
40.05,20.0,50,Female,Other
,10.0,16,Male,English
,11.0,17,Male,English
,2.0,70,Female,Other
12.5,9.5,29,Male,English
16.45,,44,Female,English
13.05,9.0,64,Female,French
17.85,13.0,44,Male,English
,12.0,31,Female,English
15.0,14.0,31,Male,English
,14.5,23,Female,English
10.0,13.0,34,Female,English
11.29,13.0,31,Male,English
,12.0,17,Male,English
,14.5,65,Female,English
7.54,12.0,38,Female,English
,3.0,55,Female,English
14.96,13.0,27,Male,English
10.26,10.0,32,Male,English
3.75,10.0,16,Male,English
16.22,12.0,26,Male,English
,11.0,51,Male,English
33.59,15.5,53,Female,English
11.0,14.8,36,Male,English
,8.0,72,Male,Other
,10.0,36,Male,English
,10.0,75,Female,English
20.3,12.0,32,Female,English
,12.0,34,Female,English
,3.0,65,Female,Other
15.75,20.0,34,Male,English
,11.0,71,Female,English
13.59,13.0,42,Female,Other
11.5,12.0,41,Male,English
,12.0,62,Female,English
9.35,17.0,24,Male,English
8.12,12.1,16,Male,English
4.96,16.0,21,Female,English
,8.0,64,Female,English
,9.0,50,Male,English
,10.4,21,Female,English
32.64,12.0,65,Male,English
28.73,15.5,36,Male,English
9.6,12.0,39,Female,Other
16.51,13.0,27,Male,French
,11.0,61,Male,English
24.07,19.0,29,Female,English
16.5,18.0,47,Male,English
,9.5,50,Female,English
14.71,9.0,54,Male,English
,16.0,66,Male,Other
,,16,Male,
19.0,18.3,40,Male,Other
,11.5,74,Female,English
,9.0,71,Male,Other
,13.0,40,Male,English
7.5,15.0,31,Male,Other
19.2,7.0,56,Male,English
,10.0,45,Male,Other
16.0,10.0,48,Male,English
,13.0,51,Male,English
16.22,10.0,47,Male,English
6.83,14.3,41,Male,English
3.64,13.5,33,Female,English
19.2,12.0,30,Female,English
,12.5,78,Female,French
,12.0,39,Female,English
,12.0,77,Female,English
,,49,Female,English
,12.0,21,Female,English
7.5,12.3,25,Female,Other
10.18,15.3,37,Female,English
30.0,17.0,24,Female,English
,12.0,36,Male,English
,8.0,36,Female,English
,12.4,32,Female,English
,6.0,86,Female,French
17.76,10.0,50,Male,English
6.58,12.0,23,Male,English
14.23,13.0,64,Female,Other
10.0,20.0,30,Female,English
7.0,17.0,34,Female,English
,8.1,21,Female,English
22.39,17.5,41,Female,English
,9.0,78,Male,English
4.29,13.0,42,Female,Other
46.15,11.0,18,Male,English
,10.0,39,Female,Other
11.52,9.0,53,Female,Other
6.85,8.0,49,Female,English
,13.0,30,Male,English
6.53,10.0,45,Female,English
23.96,14.0,36,Male,English
,13.0,51,Female,French
,11.0,19,Male,English
,10.0,69,Female,English
,16.0,74,Female,English
28.74,17.5,54,Male,Other
,14.0,68,Male,English
,,34,Female,
,10.0,49,Male,English
23.04,13.5,54,Male,English
16.81,12.0,61,Female,English
24.0,12.0,39,Male,English
,8.0,74,Male,English
19.55,14.1,27,Male,English
7.2,19.0,25,Female,English
8.55,11.0,38,Female,English
,7.0,80,Female,Other
19.39,15.0,26,Male,English
24.48,19.0,31,Male,English
17.0,10.5,31,Male,English
,16.0,67,Male,English
,10.0,69,Male,English
24.0,,30,Male,English
,13.0,49,Female,English
,8.0,60,Male,French
20.16,16.0,48,Male,English
,13.0,41,Male,English
,15.0,64,Male,Other
18.56,13.1,36,Female,English
