nuclide,z,n,element,radius,radius_uncert,abundance,abundance_uncert,is_stable,half_life,half_life_uncert,isospin,decay_1,decay_1_pct,decay_1_pct_uncert,decay_2,decay_2_pct,decay_2_pct_uncert,decay_3,decay_3_pct,decay_3_pct_uncert,magnetic_dipole,magnetic_dipole_uncert,electric_quadrupole,electric_quadrupole_uncert,atomic_mass,atomic_mass_uncert,mass_excess,mass_excess_uncert
^{21}_{12}Mg9,12,9,Mg,,,,,false,0.122,0.003,,EC+B+,1.0,,B+P,0.326,0.01,B+A,0.005,,-0.983,0.007,,,21011705.764,0.81,10903.851,0.755
^{22}_{12}Mg10,12,10,Mg,,,,,false,3.8755,0.0012,,EC+B+,1.0,,,,,,,,,,,,21999570.597,0.17,-399.986,0.159
^{23}_{12}Mg11,12,11,Mg,,,,,false,11.3046,0.0045,,EC+B+,1.0,,,,,,,,-0.5363,0.0003,0.114,0.003,22994123.768,0.034,-5473.675,0.032
^{24}_{12}Mg12,12,12,Mg,3.057,0.0016,0.7896500000000001,0.00049,true,,,,,,,,,,,,,1.08,0.03,-0.29,0.03,23985041.689,0.013,-13933.578,0.013
^{25}_{12}Mg13,12,13,Mg,3.0284,0.0022,0.10010999999999999,0.00013,true,,,,,,,,,,,,,-0.85533,0.00003,0.199,0.002,24985836.966,0.05,-13192.782,0.047
^{26}_{12}Mg14,12,14,Mg,3.0337,0.0018,0.11025,0.00037999999999999997,true,,,,,,,,,,,,,1.1,0.3,-0.21,0.02,25982592.972,0.031,-16214.544,0.029
^{27}_{12}Mg15,12,15,Mg,,,,,false,567.48,0.72,,B-,1.0,,,,,,,,-0.4106,0.0015,,,26984340.647,0.05,-14586.594,0.047
^{28}_{12}Mg16,12,16,Mg,,,,,false,75294.0,32.4,,B-,1.0,,,,,,,,,,,,27983875.426,0.28,-15019.946,0.261
^{29}_{12}Mg17,12,17,Mg,,,,,false,1.3,0.12,,B-,1.0,,,,,,,,0.9779,0.0006,-0.16,0.04,28988607.163,0.369,-10612.36,0.345
^{30}_{12}Mg18,12,18,Mg,,,,,false,0.335,0.017,,B-,1.0,,,,,,,,,,,,29990465.454,1.39,-8881.373,1.295
^{31}_{12}Mg19,12,19,Mg,,,,,false,0.27,0.002,,B-,1.0,,B-N,0.062,0.019,,,,-0.8834,0.00015,,,30996648.232,3.3,-3122.152,3.074
^{32}_{12}Mg20,12,20,Mg,,,,,false,0.086,0.005,,B-,1.0,,B-N,0.055,0.005,,,,,,,,31999110.138,3.5,-828.901,3.26
^{33}_{12}Mg21,12,21,Mg,,,,,false,0.0905,0.0016,,B-,1.0,,B-N,0.14,0.02,,,,-0.7455,0.0005,0.13,0.09,33005327.862,2.859,4962.873,2.663
^{34}_{12}Mg22,12,22,Mg,,,,,false,0.02,0.01,,B-,1.0,,B-N,,,,,,,,,,34008935.455,7.4,8323.324,6.893
^{35}_{12}Mg23,12,23,Mg,,,,,false,0.0113,0.0006,,B-,1.0,,B-N,0.52,0.46,B-3N,,,,,,,35016790.0,289.5,15639.786,269.668
^{36}_{12}Mg24,12,24,Mg,,,,,false,0.0076,0.00065,,B-,1.0,,B-N,,,,,,,,,,36021879.0,741.0,20380.159,690.237
^{37}_{12}Mg25,12,25,Mg,,,,,false,0.008,0.004,,N,,,B-N,,,B-,,,,,,,37030286.265,750.35,28211.478,698.947
^{38}_{12}Mg26,12,26,Mg,,,,,false,,,,B-,1.0,,B-N,,,B-2N,,,,,,,38036580.0,540.0,34074.0,503.0
^{39}_{12}Mg27,12,27,Mg,,,,,false,1.8e-7,,,N,,,,,,,,,,,,,39045921.0,551.0,42775.0,513.0
^{40}_{12}Mg28,12,28,Mg,,,,,false,,,,B-,1.0,,B-7N,,,B-6N,,,,,,,40053194.0,537.0,49550.0,500.0
^{21}_{13}Al8,13,8,Al,,,,,false,3.5e-8,,,P,,,,,,,,,,,,,21029082.0,644.0,27090.0,600.0
^{22}_{13}Al9,13,9,Al,,,,,false,0.0911,0.0005,,EC+B+,1.0,,B+P,0.55,0.03,B+2P,0.011000000000000001,0.001,,,,,22019540.0,430.0,18201.0,401.0
^{23}_{13}Al10,13,10,Al,,,,,false,0.446,0.006,,EC+B+,1.0,,ECP,0.0104,0.0003,,,,3.89,0.02,,,23007244.351,0.37,6748.071,0.345
^{24}_{13}Al11,13,11,Al,,,,,false,2.053,0.004,,EC+B+,1.0,,ECA,0.00035000000000000005,0.00006,ECP,0.000016,2.9999999999999997e-6,2.99,0.09,,,23999947.598,0.244,-48.812,0.228
^{25}_{13}Al12,13,12,Al,,,,,false,7.183,0.012,,EC+B+,1.0,,,,,,,,3.6447,0.0012,0.24,0.02,24990428.308,0.069,-8915.974,0.065
^{26}_{13}Al13,13,13,Al,,,,,false,22626315923782.5,757366223390.208,0,EC+B+,1.0,,,,,,,,2.803,0.004,0.26,0.03,25986891.876,0.071,-12210.139,0.066
^{27}_{13}Al14,13,14,Al,3.061,0.0031,1.0,,true,,,,,,,,,,,,,3.6407,0.00002,0.1466,0.001,26981538.408,0.05,-17196.864,0.047
^{28}_{13}Al15,13,15,Al,,,,,false,134.7,0.12,,B-,1.0,,,,,,,,3.241,0.005,0.172,0.012,27981910.009,0.052,-16850.719,0.049
^{29}_{13}Al16,13,16,Al,,,,,false,393.6,3.6,,B-,1.0,,,,,,,,,,,,28980453.164,0.37,-18207.762,0.345
^{30}_{13}Al17,13,17,Al,,,,,false,3.62,0.06,,B-,1.0,,,,,,,,3.012,0.007,,,29982969.171,2.077,-15864.116,1.936
^{31}_{13}Al18,13,18,Al,,,,,false,0.644,0.025,,B-,1.0,,B-N,0.016,,,,,3.832,0.005,0.134,0.002,30983949.754,2.4,-14950.709,2.236
^{32}_{13}Al19,13,19,Al,,,,,false,0.033,0.0002,,B-,1.0,,B-N,0.006999999999999999,0.005,,,,1.953,0.002,0.0255,0.0003,31988084.338,7.7,-11099.368,7.173
^{33}_{13}Al20,13,20,Al,,,,,false,0.0417,0.0002,,B-,1.0,,B-N,0.085,0.006999999999999999,,,,4.09,0.005,0.141,0.003,32990877.685,7.5,-8497.382,6.986
^{34}_{13}Al21,13,21,Al,,,,,false,0.0563,0.0005,,B-,1.0,,B-N,0.26,0.04,,,,2.157,0.016,0.038,0.005,33996781.924,2.259,-2997.619,2.105
^{35}_{13}Al22,13,22,Al,,,,,false,0.0383,0.0004,,B-,1.0,,B-N,0.38,0.02,B-2N,0.0,,,,,,34999759.816,7.9,-223.73,7.359
^{36}_{13}Al23,13,23,Al,,,,,false,0.09,0.04,,B-,1.0,,B-N,0.31,,,,,,,,,36006388.0,160.5,5950.384,149.505
^{37}_{13}Al24,13,24,Al,,,,,false,0.0107,0.0013,,B-,1.0,,B-N,,,,,,,,,,37010531.0,193.5,9809.564,180.244
^{38}_{13}Al25,13,25,Al,,,,,false,0.009,0.0007,,B-N,,,B-2N,,,B-,,,,,,,38017681.0,161.0,16470.0,150.0
^{39}_{13}Al26,13,26,Al,,,,,false,0.0076,0.0016,,B-,1.0,,B-2N,,,B-N,,,,,,,39023070.0,322.0,21490.0,300.0
^{40}_{13}Al27,13,27,Al,,,,,false,2.6e-7,,,B-,1.0,,B-2N,,,B-N,,,,,,,40030940.0,322.0,28820.0,300.0
^{41}_{13}Al28,13,28,Al,,,,,false,,,,B-,1.0,,B-N,,,,,,,,,,41037134.0,429.0,34590.0,400.0
^{42}_{13}Al29,13,29,Al,,,,,false,1.7e-7,,,B-,,,B-N,,,B-2N,,,,,,,42045078.0,537.0,41990.0,500.0
^{43}_{13}Al30,13,30,Al,,,,,false,1.7e-7,,,B-,,,B-N,,,B-2N,,,,,,,43051820.0,644.0,48270.0,600.0
^{22}_{14}Si8,14,8,Si,,,,,false,0.029,0.002,,EC+B+,1.0,,B+P,0.32,0.04,,,,,,,,22036114.0,537.0,33640.0,500.0
^{23}_{14}Si9,14,9,Si,,,,,false,0.0423,0.0004,,EC+B+,1.0,,ECP,0.88,,EC2P,0.036000000000000004,0.004,,,,,23025711.0,537.0,23950.0,500.0
^{24}_{14}Si10,14,10,Si,,,,,false,0.1413,0.0015,,EC+B+,1.0,,ECP,0.324,0.013000000000000001,,,,,,,,24011535.43,20.904,10745.186,19.472
^{25}_{14}Si11,14,11,Si,,,,,false,0.22,0.003,,EC+B+,1.0,,B+P,0.35,0.02,,,,,,,,25004108.798,10.735,3827.322,10.0
^{26}_{14}Si12,14,12,Si,,,,,false,2.2453,0.0007,1,EC+B+,1.0,,,,,,,,,,,,25992333.818,0.115,-7141.003,0.108
^{27}_{14}Si13,14,13,Si,,,,,false,4.15,0.04,,EC+B+,1.0,,,,,,,,-0.8652,0.0003,0.063,0.014,26986704.687,0.115,-12384.505,0.107
^{28}_{14}Si14,14,14,Si,3.1224,0.0024,0.922545,0.000037000000000000005,true,,,,,,,,,,,,,,,,,27976926.53442,0.00055,-21492.79711,0.00051
^{29}_{14}Si15,14,15,Si,3.1176,0.0052,0.04672,0.00016,true,,,,,,,,,,,,,-0.555052,3e-6,,,28976494.66434,0.0006,-21895.08154,0.00056
^{30}_{14}Si16,14,16,Si,3.1336,0.004,0.030735000000000002,0.000021,true,,,,,,,,,,,,,0.9,0.2,-0.05,0.06,29973770.137,0.023,-24432.962,0.022
^{31}_{14}Si17,14,17,Si,,,,,false,9434.4,12.0,,B-,1.0,,,,,,,,,,,,30975363.196,0.046,-22949.037,0.043
^{32}_{14}Si18,14,18,Si,,,,,false,4954437378.01094,220898481.822144,,B-,1.0,,,,,,,,,,,,31974151.538,0.32,-24077.689,0.298
^{33}_{14}Si19,14,19,Si,,,,,false,6.11,0.21,,B-,1.0,,,,,,,,1.21,0.03,,,32977976.964,0.75,-20514.328,0.699
^{34}_{14}Si20,14,20,Si,,,,,false,2.77,0.2,,B-,1.0,,,,,,,,,,,,33978538.045,0.86,-19991.684,0.801
^{35}_{14}Si21,14,21,Si,,,,,false,0.78,0.12,,B-,1.0,,B-N,0.05,,,,,-1.639,0.004,,,34984550.111,38.494,-14391.48,35.857
^{36}_{14}Si22,14,22,Si,,,,,false,0.45,0.06,,B-,1.0,,B-N,0.1,,,,,,,,,35986649.271,77.077,-12436.125,71.797
^{37}_{14}Si23,14,23,Si,,,,,false,0.09,0.06,,B-,1.0,,B-N,0.17,0.13,B-2N,,,,,,,36992945.191,122.179,-6571.512,113.809
^{38}_{14}Si24,14,24,Si,,,,,false,0.063,0.008,,B-,1.0,,B-N,0.25,0.1,,,,,,,,37995523.0,112.5,-4170.299,104.793
^{39}_{14}Si25,14,25,Si,,,,,false,0.0475,0.002,,B-,1.0,,B-2N,,,B-N,,,,,,,39002491.0,145.5,2320.352,135.532
^{40}_{14}Si26,14,26,Si,,,,,false,0.033,0.001,,B-,1.0,,B-2N,,,B-N,,,,,,,40006083.641,130.962,5666.876,121.991
^{41}_{14}Si27,14,27,Si,,,,,false,0.02,0.0025,,B-,1.0,,B-N,0.0,,,,,,,,,41014171.0,322.0,13200.0,300.0
^{42}_{14}Si28,14,28,Si,,,,,false,0.0125,0.0035,,B-,1.0,,B-N,,,B-2N,,,,,,,42018078.0,322.0,16840.0,300.0
^{43}_{14}Si29,14,29,Si,,,,,false,6e-8,,,B-,,,B-N,,,B-2N,,,,,,,43026119.0,429.0,24330.0,400.0
^{44}_{14}Si30,14,30,Si,,,,,false,3.6e-7,,,B-,1.0,,B-N,,,,,,,,,,44031466.0,537.0,29310.0,500.0
^{25}_{15}P10,15,10,P,,,,,false,3e-8,,,P,1.0,,,,,,,,,,,,25021675.0,429.0,20190.0,400.0
^{26}_{15}P11,15,11,P,,,,,false,0.0437,0.0006,2,EC+B+,1.0,,ECP,0.368,0.02,EC2P,0.0216,0.0024,,,,,26011780.0,210.0,10973.0,196.0
^{27}_{15}P12,15,12,P,,,,,false,0.26,0.08,,EC+B+,1.0,,B+P,0.0007000000000000001,,,,,,,,,26999292.499,9.662,-659.032,9.001
^{28}_{15}P13,15,13,P,,,,,false,0.2703,0.0005,,EC+B+,1.0,,ECP,0.000013,4e-6,ECA,8.599999999999999e-6,2.5e-6,0.312,0.003,0.137,0.014,27992326.46,1.231,-7147.856,1.147
^{29}_{15}P14,15,14,P,,,,,false,4.142,0.015,,EC+B+,1.0,,,,,,,,1.2344,0.0003,,,28981800.368,0.385,-16952.849,0.359
^{30}_{15}P15,15,15,P,,,,,false,149.88,0.24,,EC+B+,1.0,,,,,,,,,,,,29978313.49,0.069,-20200.856,0.065
^{31}_{15}P16,15,16,P,3.1889,0.0019,1.0,,true,,,,,,,,,,,,,1.130925,5e-6,,,30973761.99768,0.0008,-24440.54442,0.00075
^{32}_{15}P17,15,17,P,,,,,false,1232755.2,432.0,,B-,1.0,,,,,,,,-0.2528,0.0002,,,31973907.643,0.042,-24304.876,0.04
^{33}_{15}P18,15,18,P,,,,,false,2190240.0,9504.0,,B-,1.0,,,,,,,,,,,,32971725.692,1.17,-26337.35,1.09
^{34}_{15}P19,15,19,P,,,,,false,12.43,0.1,,B-,1.0,,,,,,,,,,,,33973645.886,0.87,-24548.702,0.81
^{35}_{15}P20,15,20,P,,,,,false,47.3,0.8,,B-,1.0,,,,,,,,,,,,34973314.045,2.003,-24857.809,1.866
^{36}_{15}P21,15,21,P,,,,,false,5.6,0.3,,B-,1.0,,,,,,,,,,,,35978259.61,14.078,-20251.045,13.114
^{37}_{15}P22,15,22,P,,,,,false,2.31,0.13,,B-,1.0,,,,,,,,,,,,36979606.942,40.738,-18996.012,37.948
^{38}_{15}P23,15,23,P,,,,,false,0.64,0.14,,B-,1.0,,B-N,0.12,0.05,,,,,,,,37984303.105,77.918,-14621.565,72.581
^{39}_{15}P24,15,24,P,,,,,false,0.28,0.04,,B-,1.0,,B-N,0.26,0.08,,,,,,,,38986285.865,120.929,-12774.636,112.645
^{40}_{15}P25,15,25,P,,,,,false,0.15,0.008,,B-,1.0,,B-N,0.158,0.021,B-2N,,,,,,,39991262.221,89.755,-8139.189,83.607
^{41}_{15}P26,15,26,P,,,,,false,0.101,0.005,,B-,1.0,,B-N,0.3,0.1,,,,,,,,40994654.0,129.0,-4979.767,120.163
^{42}_{15}P27,15,27,P,,,,,false,0.0485,0.0015,,B-,1.0,,B-N,0.5,0.2,B-2N,,,,,,,42001172.14,101.996,1091.842,95.009
^{43}_{15}P28,15,28,P,,,,,false,0.0365,0.0015,,B-,1.0,,B-N,1.0,,B-2N,,,,,,,43005411.0,322.0,5040.0,300.0
^{44}_{15}P29,15,29,P,,,,,false,0.0185,0.0025,,B-,,,B-N,,,,,,,,,,44011927.0,429.0,11110.0,400.0
^{45}_{15}P30,15,30,P,,,,,false,2e-7,,,B-,,,,,,,,,,,,,45017134.0,537.0,15960.0,500.0
^{46}_{15}P31,15,31,P,,,,,false,,,,B-,1.0,,,,,,,,,,,,46024520.0,537.0,22840.0,500.0
^{26}_{16}S10,16,10,S,,,,,false,7.9e-8,,,P,,,,,,,,,,,,,26029716.0,644.0,27680.0,600.0
^{27}_{16}S11,16,11,S,,,,,false,0.0155,0.0015,,EC+B+,1.0,,B+P,0.023,0.009000000000000001,B+2P,0.011000000000000001,0.005,,,,,27018777.0,430.0,17491.0,400.0
^{28}_{16}S12,16,12,S,,,,,false,0.125,0.01,,EC+B+,1.0,,ECP,0.207,0.02,,,,,,,,28004372.762,171.767,4073.203,160.0
^{29}_{16}S13,16,13,S,,,,,false,0.188,0.004,,EC+B+,1.0,,ECP,0.47,0.05,,,,,,,,28996678.0,14.0,-3094.423,13.041
^{30}_{16}S14,16,14,S,,,,,false,1.178,0.005,,EC+B+,1.0,,,,,,,,,,,,29984906.77,0.221,-14059.254,0.206
^{31}_{16}S15,16,15,S,,,,,false,2.5534,0.0018,,EC+B+,1.0,,,,,,,,0.48793,0.00008,,,30979557.002,0.246,-19042.531,0.229
^{32}_{16}S16,16,16,S,3.2611,0.0018,0.9484999999999999,0.00255,true,,,,,,,,,,,,,,,,,31972071.17354,0.00141,-26015.53714,0.00131
^{33}_{16}S17,16,17,S,,,0.0076300000000000005,0.0002,true,,,1/2,,,,,,,,,,0.64325,0.00002,-0.694,0.004,32971458.90862,0.00144,-26585.8583,0.00134
^{34}_{16}S18,16,18,S,3.2847,0.0021,0.04365,0.0023499999999999997,true,,,,,,,,,,,,,1.0,0.2,0.04,0.03,33967867.011,0.047,-29931.689,0.045
^{35}_{16}S19,16,19,S,,,,,false,7548768.0,3456.0,,B-,1.0,,,,,,,,1.0,0.04,-0.483,0.003,34969032.321,0.043,-28846.21,0.04
^{36}_{16}S20,16,20,S,3.2985,0.0024,0.00015800000000000002,0.000017,true,,,,,,,,,,,,,,,,,35967080.692,0.201,-30664.141,0.188
^{37}_{16}S21,16,21,S,,,,,false,303.0,1.2,,B-,1.0,,,,,,,,,,,,36971125.5,0.212,-26896.426,0.198
^{38}_{16}S22,16,22,S,,,,,false,10218.0,42.0,,B-,1.0,,,,,,,,,,,,37971163.3,7.699,-26861.216,7.172
^{39}_{16}S23,16,23,S,,,,,false,11.5,0.5,,B-,1.0,,,,,,,,,,,,38975133.85,53.677,-23162.672,50.0
^{40}_{16}S24,16,24,S,,,,,false,8.8,2.2,,B-,1.0,,,,,,,,-0.02,0.12,,,39975482.561,4.274,-22837.85,3.982
^{41}_{16}S25,16,25,S,,,,,false,1.99,0.05,,B-,1.0,,B-N,,,,,,,,,,40979593.451,4.4,-19008.58,4.099
^{42}_{16}S26,16,26,S,,,,,false,1.016,0.015,,B-,1.0,,B-N,0.04,,,,,,,,,41981065.1,3.0,-17637.748,2.794
^{43}_{16}S27,16,27,S,,,,,false,0.265,0.015,,B-,1.0,,B-N,0.4,0.1,,,,1.11,0.014,0.23,0.03,42986907.635,5.335,-12195.461,4.97
^{44}_{16}S28,16,28,S,,,,,false,0.1,0.001,,B-,1.0,,B-N,0.18,0.03,,,,,,,,43990118.846,5.6,-9204.236,5.216
^{45}_{16}S29,16,29,S,,,,,false,0.068,0.002,,B-,1.0,,B-N,0.54,,,,,,,,,44996414.0,322.0,-3340.0,300.0
^{46}_{16}S30,16,30,S,,,,,false,0.05,0.008,,B-,1.0,,,,,,,,,,,,46000687.0,429.0,640.0,400.0
^{48}_{16}S32,16,32,S,,,,,false,,,,B-,,,,,,,,,,,,,48013301.0,537.0,12390.0,500.0
^{29}_{17}Cl12,17,12,Cl,,,,,false,2e-8,,,P,1.0,,,,,,,,,,,,29015053.0,203.0,14022.0,189.0
^{30}_{17}Cl13,17,13,Cl,,,,,false,3e-8,,,P,,,,,,,,,,,,,30005018.333,25.631,4674.548,23.876
^{31}_{17}Cl14,17,14,Cl,,,,,false,0.19,0.001,,EC+B+,1.0,,ECP,0.024,0.002,,,,,,,,30992448.097,3.7,-7034.552,3.447
^{32}_{17}Cl15,17,15,Cl,,,,,false,0.298,0.001,,EC+B+,1.0,,ECA,0.00054,0.00008,ECP,0.00026,0.00005,1.115,0.006,,,31985684.605,0.603,-13334.706,0.562
^{33}_{17}Cl16,17,16,Cl,,,,,false,2.511,0.004,,EC+B+,1.0,,,,,,,,0.7547,0.0003,,,32977451.988,0.419,-21003.34,0.391
^{34}_{17}Cl17,17,17,Cl,,,,,false,1.5266,0.0004,,EC+B+,1.0,,,,,,,,,,,,33973762.49,0.052,-24440.086,0.049
^{35}_{17}Cl18,17,18,Cl,3.3654,0.0191,0.758,0.0017000000000000001,true,,,,,,,,,,,,,0.8217,0.00002,-0.0817,0.0008,34968852.694,0.038,-29013.532,0.035
^{36}_{17}Cl19,17,19,Cl,,,,,false,9508101796144.57,47335388961.888,,B-,0.981,0.001,EC+B+,0.019,0.001,,,,1.2849,0.0003,-0.178,0.004,35968306.822,0.038,-29522.008,0.036
^{37}_{17}Cl20,17,20,Cl,3.384,0.017,0.242,0.0017000000000000001,true,,,,,,,,,,,,,0.684,0.00001,-0.0644,0.0006,36965902.573,0.055,-31761.552,0.052
^{38}_{17}Cl21,17,21,Cl,,,,,false,2233.8,0.84,,B-,1.0,,,,,,,,2.05,0.02,,,37968010.408,0.105,-29798.116,0.098
^{39}_{17}Cl22,17,22,Cl,,,,,false,3372.0,36.0,,B-,1.0,,,,,,,,,,,,38968008.151,1.859,-29800.218,1.732
^{40}_{17}Cl23,17,23,Cl,,,,,false,81.0,1.8,,B-,1.0,,,,,,,,,,,,39970415.466,34.423,-27557.818,32.066
^{41}_{17}Cl24,17,24,Cl,,,,,false,38.4,0.8,,B-,1.0,,,,,,,,,,,,40970684.525,73.777,-27307.192,68.723
^{42}_{17}Cl25,17,25,Cl,,,,,false,6.8,0.3,,B-,1.0,,,,,,,,,,,,41973342.0,64.0,-24831.77,59.616
^{43}_{17}Cl26,17,26,Cl,,,,,false,3.13,0.09,,B-,1.0,,,,,,,,,,,,42974063.7,66.407,-24159.51,61.859
^{44}_{17}Cl27,17,27,Cl,,,,,false,0.56,0.11,,B-,1.0,,B-N,0.08,,,,,-0.5498,0.0004,,,43978014.918,91.859,-20478.973,85.566
^{45}_{17}Cl28,17,28,Cl,,,,,false,0.413,0.025,,B-,1.0,,B-N,0.24,0.04,,,,,,,,44980394.353,146.177,-18262.544,136.163
^{46}_{17}Cl29,17,29,Cl,,,,,false,0.232,0.002,,B-,1.0,,B-N,0.6,0.09,,,,,,,,45985254.926,104.4,-13734.949,97.249
^{47}_{17}Cl30,17,30,Cl,,,,,false,0.101,0.006,,B-,1.0,,B-N,0.03,,,,,,,,,46989715.0,215.0,-9580.0,200.0
^{48}_{17}Cl31,17,31,Cl,,,,,false,,,,B-,,,,,,,,,,,,,47995405.0,537.0,-4280.0,500.0
^{49}_{17}Cl32,17,32,Cl,,,,,false,1.7e-7,,,B-,,,,,,,,,,,,,49000794.0,429.0,740.0,400.0
^{50}_{17}Cl33,17,33,Cl,,,,,false,,,,B-,1.0,,B-N,,,B-2N,,,,,,,50008266.0,429.0,7700.0,400.0
^{51}_{17}Cl34,17,34,Cl,,,,,false,,,,B-,1.0,,,,,,,,,,,,51015341.0,751.0,14290.0,700.0
^{52}_{17}Cl35,17,35,Cl,,,,,false,,,,B-,1.0,,B-6N,,,B-5N,,,,,,,52024004.0,751.0,22360.0,700.0
^{30}_{18}Ar12,18,12,Ar,,,,,false,1e-11,,,2P,1.0,,,,,,,,,,,,30023694.0,192.0,22071.0,179.0
^{31}_{18}Ar13,18,13,Ar,,,,,false,0.015,0.0003,,EC+B+,1.0,,B+P,0.6829999999999999,0.003,B+2P,0.08900000000000001,0.002,,,,,31012158.0,215.0,11325.0,200.0
^{32}_{18}Ar14,18,14,Ar,3.3468,0.0062,,,false,0.098,0.002,,EC+B+,1.0,,ECP,0.3558,0.0022,,,,,,,,31997637.824,1.9,-2200.352,1.77
^{33}_{18}Ar15,18,15,Ar,3.3438,0.0058,,,false,0.173,0.002,,EC+B+,1.0,,ECP,0.387,0.01,,,,-0.723,0.006,,,32989925.545,0.43,-9384.295,0.401
^{34}_{18}Ar16,18,16,Ar,3.3654,0.004,,,false,0.8438,0.0004,,EC+B+,1.0,,,,,,,,,,,,33980270.092,0.083,-18378.293,0.078
^{35}_{18}Ar17,18,17,Ar,3.3636,0.0042,,,false,1.7756,0.001,,EC+B+,1.0,,,,,,,,0.632,0.0002,-0.084,0.015,34975257.719,0.73,-23047.289,0.68
^{36}_{18}Ar18,18,18,Ar,3.3905,0.0023,0.003336,0.00021,true,,,,,,,,,,,,,1.0,0.4,0.11,0.06,35967545.106,0.028,-30231.542,0.027
^{37}_{18}Ar19,18,19,Ar,3.3908,0.0022,,,false,3024950.4,1641.6,,EC,1.0,,,,,,,,1.146,0.005,0.076,0.003,36966776.301,0.221,-30947.679,0.207
^{38}_{18}Ar20,18,20,Ar,3.4028,0.0019,0.000629,0.00007000000000000001,true,,,,,,,,,,,,,0.48,0.24,,,37962732.102,0.209,-34714.827,0.195
^{39}_{18}Ar21,18,21,Ar,3.4093,0.0031,,,false,8457256161.19066,252455407.796736,,B-,1.0,,,,,,,,-1.59,0.015,-0.116,0.002,38964313.037,5.367,-33242.195,5.0
^{40}_{18}Ar22,18,22,Ar,3.4274,0.0026,0.996035,0.00025,true,,,,,,,,,,,,,-0.04,0.06,0.01,0.04,39962383.12204,0.00234,-35039.89997,0.00218
^{41}_{18}Ar23,18,23,Ar,3.4251,0.003,,,false,6576.6,2.4,,B-,1.0,,,,,,,,-1.31,0.008,-0.042,0.004,40964500.57,0.372,-33067.51,0.347
^{42}_{18}Ar24,18,24,Ar,3.4414,0.0041,,,false,1038222864.56408,34712618.5720512,,B-,1.0,,,,,,,,,,,,41963045.737,6.2,-34422.678,5.775
^{43}_{18}Ar25,18,25,Ar,3.4354,0.0039,,,false,322.2,3.6,,B-,1.0,,,,,,,,-1.022,0.006,0.142,0.014,42965636.056,5.7,-32009.811,5.31
^{44}_{18}Ar26,18,26,Ar,3.4454,0.0046,,,false,712.2,3.0,,B-,1.0,,,,,,,,,,,,43964923.814,1.7,-32673.26,1.584
^{45}_{18}Ar27,18,27,Ar,,,,,false,21.48,0.15,,B-,1.0,,,,,,,,,,,,44968039.731,0.55,-29770.801,0.512
^{46}_{18}Ar28,18,28,Ar,3.4377,0.0044,,,false,8.4,0.6,,B-,1.0,,,,,,,,,,,,45968039.244,2.5,-29771.255,2.329
^{47}_{18}Ar29,18,29,Ar,,,,,false,1.23,0.03,,B-,1.0,,B-N,0.002,,,,,,,,,46972767.112,1.3,-25367.274,1.211
^{48}_{18}Ar30,18,30,Ar,,,,,false,0.416,0.019,,B-,1.0,,B-N,0.38,0.06,,,,,,,,47976001.0,18.0,-22354.927,16.767
^{49}_{18}Ar31,18,31,Ar,,,,,false,0.17,0.05,,B-,1.0,,B-N,0.65,0.2,,,,,,,,48981685.0,429.0,-17060.0,400.0
^{50}_{18}Ar32,18,32,Ar,,,,,false,0.106,0.006,,B-,1.0,,B-N,0.37,0.07,B-2N,,,,,,,49985797.0,537.0,-13230.0,500.0
^{51}_{18}Ar33,18,33,Ar,,,,,false,,,,B-,1.0,,,,,,,,,,,,50993033.0,429.0,-6490.0,400.0
^{52}_{18}Ar34,18,34,Ar,,,,,false,,,,B-,1.0,,B-2N,,,B-3N,,,,,,,51998519.0,644.0,-1380.0,600.0
^{53}_{18}Ar35,18,35,Ar,,,,,false,6.2e-7,,,B-2N,,,B-N,,,B-,,,,,,,53007290.0,750.0,6791.0,699.0
^{31}_{19}K12,19,12,K,,,,,false,1e-11,,,P,1.0,,,,,,,,,,,,31036780.0,322.0,34260.0,300.0
^{33}_{19}K14,19,14,K,,,,,false,2.5e-8,,,P,,,,,,,,,,,,,33008095.0,215.0,7540.0,200.0
^{34}_{19}K15,19,15,K,,,,,false,2.5e-8,,,P,,,,,,,,,,,,,33998690.0,210.0,-1220.0,196.0
^{35}_{19}K16,19,16,K,,,,,false,0.178,0.008,,EC+B+,1.0,,ECP,0.0037,0.0015,,,,0.392,0.007,,,34988005.406,0.55,-11172.893,0.512
^{36}_{19}K17,19,17,K,,,,,false,0.341,0.003,,EC+B+,1.0,,ECP,0.00048,0.00014000000000000001,ECA,0.000034,0.000013,0.548,0.001,,,35981301.887,0.349,-17417.182,0.325
^{37}_{19}K18,19,18,K,,,,,false,1.225,0.007,,EC+B+,1.0,,,,,,,,0.20321,0.00006,0.109,0.004,36973375.89,0.1,-24800.201,0.094
^{38}_{19}K19,19,19,K,3.4264,0.0051,,,false,459.06,1.14,,EC+B+,1.0,,,,,,,,1.371,0.006,,,37969081.114,0.209,-28800.76,0.195
^{39}_{19}K20,19,20,K,3.4349,0.0019,0.932581,0.000044000000000000006,true,,,,,,,,,,,,,0.39147,8e-6,0.603,0.006,38963706.48482,0.00489,-33807.19535,0.00456
